epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,15604,1.25749,0.71391,0.00401,0.84109,0.66359,0.71952,0.50663,1.06669,0.76877,0.00508,5.69432e-05,5.69432e-05,5.69432e-05
181,15692.2,1.25738,0.71515,0.00404,0.83544,0.66679,0.71931,0.50678,1.06634,0.76817,0.00507,5.6144e-05,5.6144e-05,5.6144e-05
182,15779.8,1.25848,0.70974,0.00405,0.83678,0.6662,0.71986,0.50705,1.0666,0.76627,0.00508,5.53448e-05,5.53448e-05,5.53448e-05
183,15867,1.25729,0.71667,0.00405,0.83875,0.66281,0.71991,0.50728,1.0657,0.76514,0.00507,5.45456e-05,5.45456e-05,5.45456e-05
184,15955.6,1.25565,0.71484,0.004,0.83923,0.66221,0.7203,0.50744,1.06579,0.76643,0.00507,5.37464e-05,5.37464e-05,5.37464e-05
185,16043.2,1.25202,0.70803,0.00399,0.83792,0.66252,0.72032,0.50746,1.06672,0.76819,0.00507,5.29472e-05,5.29472e-05,5.29472e-05
186,16132.9,1.25355,0.71085,0.00399,0.83688,0.66218,0.72016,0.50771,1.06668,0.76695,0.00507,5.2148e-05,5.2148e-05,5.2148e-05
187,16220.9,1.25638,0.70899,0.00394,0.83522,0.66123,0.72042,0.50767,1.06706,0.76646,0.00508,5.13488e-05,5.13488e-05,5.13488e-05
188,16310,1.24364,0.70594,0.00396,0.83817,0.66086,0.72036,0.50809,1.06664,0.76617,0.00508,5.05496e-05,5.05496e-05,5.05496e-05
189,16399.6,1.24602,0.70151,0.00394,0.83812,0.66212,0.72087,0.50837,1.06735,0.76501,0.00508,4.97504e-05,4.97504e-05,4.97504e-05
190,16486.8,1.2473,0.708,0.00397,0.83528,0.66159,0.72092,0.50848,1.06663,0.76476,0.00506,4.89512e-05,4.89512e-05,4.89512e-05
191,16575.7,1.25111,0.70692,0.00395,0.83377,0.66122,0.7204,0.50856,1.06651,0.76477,0.00508,4.8152e-05,4.8152e-05,4.8152e-05
192,16665,1.24571,0.70331,0.00393,0.83353,0.66317,0.72057,0.50863,1.0657,0.76543,0.00508,4.73528e-05,4.73528e-05,4.73528e-05
193,16755.3,1.24194,0.70712,0.00396,0.83474,0.66077,0.72047,0.50891,1.06613,0.76381,0.00509,4.65536e-05,4.65536e-05,4.65536e-05
194,16844.8,1.24952,0.70655,0.00391,0.83382,0.66396,0.72061,0.50904,1.06636,0.76495,0.0051,4.57544e-05,4.57544e-05,4.57544e-05
195,16934,1.24774,0.70832,0.00395,0.8328,0.66639,0.72056,0.50936,1.06555,0.76603,0.00509,4.49552e-05,4.49552e-05,4.49552e-05
196,17023.7,1.23989,0.6959,0.00392,0.83282,0.66595,0.72053,0.50926,1.06524,0.76588,0.00509,4.4156e-05,4.4156e-05,4.4156e-05
197,17114.8,1.25637,0.71142,0.00392,0.83168,0.6665,0.72045,0.50961,1.06599,0.76563,0.00509,4.33568e-05,4.33568e-05,4.33568e-05
198,17203.7,1.24823,0.71087,0.00396,0.83237,0.66668,0.72061,0.50953,1.06643,0.76436,0.00509,4.25576e-05,4.25576e-05,4.25576e-05
199,17293.3,1.24071,0.70176,0.00391,0.83295,0.66631,0.72077,0.50938,1.06631,0.7659,0.00509,4.17584e-05,4.17584e-05,4.17584e-05
200,17383.4,1.23846,0.69888,0.00392,0.83331,0.66646,0.72081,0.5095,1.06573,0.76529,0.00509,4.09592e-05,4.09592e-05,4.09592e-05
201,17472.1,1.23348,0.69283,0.0039,0.83353,0.66501,0.72091,0.50956,1.06617,0.76401,0.00509,4.016e-05,4.016e-05,4.016e-05
202,17561.2,1.24306,0.70122,0.00391,0.83385,0.66321,0.72047,0.50938,1.06572,0.76344,0.00509,3.93608e-05,3.93608e-05,3.93608e-05
203,17650.4,1.23389,0.69819,0.00395,0.83272,0.66648,0.72092,0.50947,1.06651,0.76493,0.00513,3.85616e-05,3.85616e-05,3.85616e-05
204,17739.6,1.24004,0.70351,0.00396,0.83412,0.66552,0.72102,0.50957,1.06773,0.76824,0.00519,3.77624e-05,3.77624e-05,3.77624e-05
205,17829.7,1.22989,0.70132,0.00389,0.83435,0.66583,0.72117,0.50981,1.06636,0.76575,0.00515,3.69632e-05,3.69632e-05,3.69632e-05
206,17918.6,1.23471,0.69459,0.0039,0.83442,0.66616,0.72096,0.50986,1.06653,0.76588,0.00515,3.6164e-05,3.6164e-05,3.6164e-05
207,18010.4,1.23104,0.69761,0.0039,0.83346,0.66671,0.72123,0.50974,1.06693,0.76506,0.00517,3.53648e-05,3.53648e-05,3.53648e-05
208,18106.5,1.24203,0.70154,0.00385,0.83251,0.6658,0.72103,0.50964,1.06507,0.76402,0.00511,3.45656e-05,3.45656e-05,3.45656e-05
209,18207.8,1.23953,0.69801,0.00389,0.83243,0.66642,0.72101,0.5097,1.06602,0.76433,0.00514,3.37664e-05,3.37664e-05,3.37664e-05
210,18303.7,1.23368,0.69834,0.00388,0.83147,0.66749,0.72103,0.50974,1.06562,0.76475,0.00514,3.29672e-05,3.29672e-05,3.29672e-05
211,18392,1.23611,0.69998,0.00389,0.83231,0.66687,0.72103,0.50955,1.06488,0.76348,0.00512,3.2168e-05,3.2168e-05,3.2168e-05
212,18480.4,1.23253,0.69915,0.0039,0.82762,0.67125,0.72127,0.50997,1.06547,0.76355,0.00515,3.13688e-05,3.13688e-05,3.13688e-05
213,18568,1.23922,0.69776,0.00388,0.83166,0.66702,0.72117,0.51023,1.06488,0.76197,0.00513,3.05696e-05,3.05696e-05,3.05696e-05
214,18654.4,1.22859,0.68768,0.00386,0.82738,0.67121,0.72139,0.51041,1.06486,0.76168,0.00513,2.97704e-05,2.97704e-05,2.97704e-05
215,18747.8,1.24228,0.70357,0.00389,0.82856,0.67094,0.7213,0.51054,1.06546,0.76288,0.00513,2.89712e-05,2.89712e-05,2.89712e-05
216,18851,1.22369,0.68797,0.00386,0.82764,0.67121,0.72141,0.51051,1.06533,0.76326,0.00513,2.8172e-05,2.8172e-05,2.8172e-05
217,18939.5,1.23601,0.69771,0.00383,0.82665,0.67141,0.72153,0.51036,1.06459,0.763,0.00513,2.73728e-05,2.73728e-05,2.73728e-05
218,19028.9,1.22269,0.69696,0.00386,0.82774,0.67106,0.72157,0.51038,1.06488,0.76434,0.00514,2.65736e-05,2.65736e-05,2.65736e-05
219,19118.4,1.22167,0.68806,0.00381,0.82645,0.67121,0.72145,0.51034,1.06405,0.76178,0.00513,2.57744e-05,2.57744e-05,2.57744e-05
220,19207,1.22596,0.69084,0.00381,0.82597,0.67136,0.7215,0.51072,1.06385,0.76171,0.00513,2.49752e-05,2.49752e-05,2.49752e-05
221,19296.1,1.23185,0.69711,0.00386,0.8252,0.67117,0.72143,0.51062,1.0637,0.76353,0.00512,2.4176e-05,2.4176e-05,2.4176e-05
222,19385,1.22084,0.68662,0.0038,0.82603,0.67085,0.7215,0.51068,1.06286,0.76366,0.00512,2.33768e-05,2.33768e-05,2.33768e-05
223,19473.5,1.23396,0.69591,0.00383,0.82687,0.67077,0.72164,0.51068,1.06258,0.76377,0.00512,2.25776e-05,2.25776e-05,2.25776e-05
224,19561.6,1.22841,0.69045,0.0038,0.8253,0.67139,0.72159,0.51089,1.06336,0.76505,0.00514,2.17784e-05,2.17784e-05,2.17784e-05
225,19649.4,1.23219,0.69253,0.00384,0.82823,0.67038,0.72162,0.51084,1.06316,0.76515,0.00513,2.09792e-05,2.09792e-05,2.09792e-05
226,19738.2,1.22496,0.68987,0.00383,0.82741,0.67039,0.72149,0.51096,1.06264,0.76373,0.00513,2.018e-05,2.018e-05,2.018e-05
227,19825.8,1.23245,0.69317,0.00382,0.828,0.67019,0.72151,0.51111,1.06259,0.76384,0.0051,1.93808e-05,1.93808e-05,1.93808e-05
228,19912,1.23356,0.69582,0.00383,0.82793,0.67049,0.72149,0.51116,1.06299,0.76258,0.00511,1.85816e-05,1.85816e-05,1.85816e-05
229,20001.3,1.21617,0.68981,0.00386,0.82884,0.67011,0.72151,0.5111,1.06323,0.76323,0.00511,1.77824e-05,1.77824e-05,1.77824e-05
230,20089.8,1.22792,0.68703,0.00378,0.82312,0.67233,0.72147,0.51111,1.06293,0.76277,0.00511,1.69832e-05,1.69832e-05,1.69832e-05
231,20178.2,1.22384,0.69385,0.00384,0.82649,0.67113,0.72164,0.51135,1.06245,0.76388,0.00511,1.6184e-05,1.6184e-05,1.6184e-05
232,20266.3,1.22941,0.69232,0.00382,0.82715,0.67036,0.72148,0.5114,1.06237,0.76247,0.0051,1.53848e-05,1.53848e-05,1.53848e-05
233,20354.9,1.22406,0.69255,0.00385,0.8272,0.67031,0.72151,0.51101,1.06264,0.76216,0.0051,1.45856e-05,1.45856e-05,1.45856e-05
234,20443.6,1.21538,0.68324,0.00377,0.82883,0.66983,0.72134,0.51103,1.06242,0.76235,0.0051,1.37864e-05,1.37864e-05,1.37864e-05
235,20532,1.22423,0.69429,0.0038,0.82567,0.671,0.72108,0.51116,1.06259,0.76328,0.00511,1.29872e-05,1.29872e-05,1.29872e-05
236,20619.7,1.22832,0.68746,0.00377,0.825,0.67077,0.72113,0.51135,1.0624,0.76278,0.0051,1.2188e-05,1.2188e-05,1.2188e-05
237,20707.4,1.22558,0.69455,0.00382,0.82604,0.6707,0.721,0.51136,1.0625,0.76355,0.0051,1.13888e-05,1.13888e-05,1.13888e-05
238,20796.7,1.22147,0.69489,0.00384,0.8214,0.67264,0.7211,0.5114,1.06173,0.76297,0.0051,1.05896e-05,1.05896e-05,1.05896e-05
